@relation train

@attribute weekday integer
@attribute month integer
@attribute day integer
@attribute year integer
@attribute hour integer
@attribute season {1, 2, 3, 4}
@attribute holiday {0, 1}
@attribute workingday {0, 1}
@attribute weather {1, 2, 3, 4}
@attribute temp real
@attribute atemp real
@attribute humidity real
@attribute windspeed real
@attribute count numeric

@data
1,5,1,2011,13,2,0,0,2,20.5,24.24,63,11.0014,332
1,5,1,2011,14,2,0,0,2,20.5,24.24,68,7.0015,238
1,5,1,2011,15,2,0,0,2,20.5,24.24,72,0,266
1,5,1,2011,16,2,0,0,2,20.5,24.24,72,12.998,214
1,5,1,2011,17,2,0,0,2,19.68,23.485,82,16.9979,196
1,5,1,2011,18,2,0,0,2,18.86,22.725,82,6.0032,159
1,5,1,2011,19,2,0,0,2,18.86,22.725,84,7.0015,178
1,5,1,2011,20,2,0,0,2,18.86,22.725,82,0,121
1,5,1,2011,21,2,0,0,2,18.86,22.725,82,0,105
1,5,1,2011,22,2,0,0,2,18.86,22.725,82,0,100
1,5,1,2011,23,2,0,0,1,18.86,22.725,77,12.998,146
2,5,2,2011,0,2,0,1,1,18.86,22.725,72,8.9981,177
2,5,2,2011,1,2,0,1,1,18.86,22.725,72,8.9981,114
2,5,2,2011,2,2,0,1,2,18.04,21.97,77,15.0013,35
2,5,2,2011,3,2,0,1,1,18.04,21.97,77,8.9981,16
2,5,2,2011,4,2,0,1,1,18.04,21.97,77,11.0014,17
2,5,2,2011,5,2,0,1,2,18.04,21.97,77,8.9981,20
2,5,2,2011,6,2,0,1,1,18.04,21.97,88,7.0015,62
2,5,2,2011,7,2,0,1,2,18.86,22.725,82,22.0028,209
2,5,2,2011,8,2,0,1,2,19.68,23.485,77,15.0013,371
2,5,2,2011,9,2,0,1,2,20.5,24.24,77,19.0012,172
2,5,2,2011,10,2,0,1,2,22.14,25.76,77,15.0013,108
2,5,2,2011,11,2,0,1,1,23.78,27.275,73,19.9995,130
2,5,2,2011,12,2,0,1,1,25.42,30.305,69,15.0013,187
2,5,2,2011,13,2,0,1,2,25.42,30.305,69,12.998,170
2,5,2,2011,14,2,0,1,1,26.24,30.305,69,15.0013,181
2,5,2,2011,15,2,0,1,1,27.06,31.06,61,12.998,155
2,5,2,2011,16,2,0,1,1,27.06,31.06,61,15.0013,269
2,5,2,2011,17,2,0,1,1,27.06,31.06,65,12.998,537
2,5,2,2011,18,2,0,1,2,26.24,30.305,65,12.998,518
2,5,2,2011,19,2,0,1,2,25.42,30.305,69,8.9981,314
2,5,2,2011,20,2,0,1,2,25.42,30.305,69,8.9981,218
2,5,2,2011,21,2,0,1,2,24.6,29.545,73,7.0015,232
2,5,2,2011,22,2,0,1,2,24.6,29.545,73,0,125
2,5,2,2011,23,2,0,1,2,22.96,26.515,83,12.998,64
3,5,3,2011,0,2,0,1,2,22.96,26.515,83,15.0013,16
3,5,3,2011,1,2,0,1,2,22.96,26.515,78,16.9979,14
3,5,3,2011,2,2,0,1,2,22.96,26.515,78,16.9979,5
3,5,3,2011,3,2,0,1,1,22.14,25.76,83,19.0012,2
3,5,3,2011,4,2,0,1,1,21.32,25,88,15.0013,4
3,5,3,2011,5,2,0,1,1,21.32,25,88,8.9981,14
3,5,3,2011,6,2,0,1,2,21.32,25,94,11.0014,109
3,5,3,2011,7,2,0,1,2,22.14,25.76,88,15.0013,265
3,5,3,2011,8,2,0,1,2,22.96,26.515,83,19.0012,459
3,5,3,2011,9,2,0,1,2,24.6,28.79,78,23.9994,186
3,5,3,2011,10,2,0,1,2,26.24,30.305,69,23.9994,127
3,5,3,2011,11,2,0,1,2,27.06,31.06,65,22.0028,140
3,5,3,2011,12,2,0,1,2,27.88,31.82,61,32.9975,217
3,5,3,2011,13,2,0,1,2,28.7,32.575,58,40.9973,194
3,5,3,2011,14,2,0,1,2,28.7,32.575,58,35.0008,158
3,5,3,2011,15,2,0,1,2,28.7,32.575,58,30.0026,154
3,5,3,2011,16,2,0,1,1,29.52,33.335,54,31.0009,271
3,5,3,2011,17,2,0,1,1,28.7,32.575,54,31.0009,517
3,5,3,2011,18,2,0,1,1,28.7,32.575,48,27.9993,544
3,5,3,2011,19,2,0,1,1,27.88,31.82,57,23.9994,365
3,5,3,2011,20,2,0,1,1,27.06,31.06,61,12.998,290
3,5,3,2011,21,2,0,1,2,26.24,31.06,61,30.0026,225
3,5,3,2011,22,2,0,1,2,23.78,27.275,60,26.0027,113
3,5,3,2011,23,2,0,1,2,22.96,26.515,68,22.0028,62
4,5,4,2011,0,2,0,1,3,21.32,25,77,11.0014,27
4,5,4,2011,1,2,0,1,3,20.5,24.24,82,19.0012,7
4,5,4,2011,2,2,0,1,3,20.5,24.24,82,19.0012,4
4,5,4,2011,3,2,0,1,3,17.22,21.21,88,35.0008,1
4,5,4,2011,4,2,0,1,3,15.58,19.695,94,22.0028,3
4,5,4,2011,5,2,0,1,3,14.76,16.665,87,22.0028,9
4,5,4,2011,6,2,0,1,3,13.94,15.15,93,26.0027,21
4,5,4,2011,7,2,0,1,3,13.94,15.15,93,23.9994,52
4,5,4,2011,8,2,0,1,3,13.94,15.15,93,26.0027,79
4,5,4,2011,9,2,0,1,3,13.94,15.15,93,23.9994,40
4,5,4,2011,10,2,0,1,2,13.94,15.91,93,19.0012,31
4,5,4,2011,11,2,0,1,1,16.4,20.455,82,22.0028,72
4,5,4,2011,12,2,0,1,2,18.04,21.97,62,23.9994,124
4,5,4,2011,13,2,0,1,2,18.86,22.725,59,30.0026,143
4,5,4,2011,14,2,0,1,1,20.5,24.24,51,26.0027,107
4,5,4,2011,15,2,0,1,1,19.68,23.485,51,27.9993,129
4,5,4,2011,16,2,0,1,1,20.5,24.24,45,31.0009,195
4,5,4,2011,17,2,0,1,1,16.4,20.455,71,16.9979,410
4,5,4,2011,18,2,0,1,1,17.22,21.21,67,16.9979,396
4,5,4,2011,19,2,0,1,1,17.22,21.21,58,23.9994,296
4,5,4,2011,20,2,0,1,1,16.4,20.455,62,22.0028,191
4,5,4,2011,21,2,0,1,1,16.4,20.455,62,11.0014,150
4,5,4,2011,22,2,0,1,1,15.58,19.695,62,15.0013,89
4,5,4,2011,23,2,0,1,1,14.76,17.425,62,15.0013,57
5,5,5,2011,0,2,0,1,1,14.76,17.425,66,12.998,27
5,5,5,2011,1,2,0,1,1,13.94,16.665,71,12.998,10
5,5,5,2011,2,2,0,1,1,13.94,15.91,66,15.0013,5
5,5,5,2011,3,2,0,1,1,13.94,15.91,66,16.9979,4
5,5,5,2011,4,2,0,1,1,13.94,15.91,66,16.9979,7
5,5,5,2011,5,2,0,1,1,13.94,15.91,66,16.9979,30
5,5,5,2011,6,2,0,1,1,13.94,15.91,66,16.9979,89
5,5,5,2011,7,2,0,1,1,15.58,19.695,58,16.9979,271
5,5,5,2011,8,2,0,1,1,17.22,21.21,50,16.9979,440
5,5,5,2011,9,2,0,1,1,18.86,22.725,44,19.0012,184
5,5,5,2011,10,2,0,1,1,20.5,24.24,39,19.0012,128
5,5,5,2011,11,2,0,1,1,21.32,25,36,30.0026,148
5,5,5,2011,12,2,0,1,1,21.32,25,34,23.9994,196
5,5,5,2011,13,2,0,1,1,22.14,25.76,30,39.0007,192
5,5,5,2011,14,2,0,1,1,22.14,25.76,28,30.0026,154
5,5,5,2011,15,2,0,1,1,22.96,26.515,26,32.9975,147
5,5,5,2011,16,2,0,1,1,23.78,27.275,24,27.9993,269
5,5,5,2011,17,2,0,1,1,22.96,26.515,26,26.0027,533
5,5,5,2011,18,2,0,1,1,22.96,26.515,26,19.0012,520
5,5,5,2011,19,2,0,1,1,22.14,25.76,28,15.0013,361
5,5,5,2011,20,2,0,1,1,20.5,24.24,34,11.0014,258
5,5,5,2011,21,2,0,1,1,20.5,24.24,36,12.998,180
5,5,5,2011,22,2,0,1,1,19.68,23.485,39,12.998,165
5,5,5,2011,23,2,0,1,1,18.86,22.725,41,12.998,115
6,5,6,2011,0,2,0,1,1,18.04,21.97,44,11.0014,56
6,5,6,2011,1,2,0,1,1,16.4,20.455,62,11.0014,32
6,5,6,2011,2,2,0,1,1,15.58,19.695,62,7.0015,16
6,5,6,2011,3,2,0,1,1,14.76,18.18,71,7.0015,9
6,5,6,2011,4,2,0,1,1,14.76,18.18,71,7.0015,1
6,5,6,2011,5,2,0,1,1,13.94,17.425,81,7.0015,16
6,5,6,2011,6,2,0,1,1,14.76,18.18,81,6.0032,82
6,5,6,2011,7,2,0,1,1,16.4,20.455,82,0,222
6,5,6,2011,8,2,0,1,1,17.22,21.21,77,16.9979,450
6,5,6,2011,9,2,0,1,1,18.86,22.725,67,19.0012,188
6,5,6,2011,10,2,0,1,2,22.14,25.76,49,22.0028,127
6,5,6,2011,11,2,0,1,2,22.14,25.76,49,22.0028,165
6,5,6,2011,12,2,0,1,1,22.96,26.515,49,23.9994,246
6,5,6,2011,13,2,0,1,1,23.78,27.275,40,22.0028,253
6,5,6,2011,14,2,0,1,1,24.6,31.06,40,30.0026,213
6,5,6,2011,15,2,0,1,1,24.6,31.06,38,26.0027,260
6,5,6,2011,16,2,0,1,1,24.6,31.06,40,16.9979,344
6,5,6,2011,17,2,0,1,1,23.78,27.275,40,23.9994,553
6,5,6,2011,18,2,0,1,3,22.14,25.76,52,23.9994,470
6,5,6,2011,19,2,0,1,3,22.14,25.76,52,23.9994,292
6,5,6,2011,20,2,0,1,1,21.32,25,48,7.0015,190
6,5,6,2011,21,2,0,1,1,19.68,23.485,67,8.9981,152
6,5,6,2011,22,2,0,1,1,18.86,22.725,72,15.0013,151
6,5,6,2011,23,2,0,1,1,18.04,21.97,82,8.9981,120
7,5,7,2011,0,2,0,0,1,17.22,21.21,82,8.9981,86
7,5,7,2011,1,2,0,0,1,17.22,21.21,82,7.0015,58
7,5,7,2011,2,2,0,0,1,17.22,21.21,82,6.0032,52
7,5,7,2011,3,2,0,0,1,17.22,21.21,77,6.0032,18
7,5,7,2011,4,2,0,0,1,16.4,20.455,82,7.0015,5
7,5,7,2011,5,2,0,0,1,18.86,22.725,59,8.9981,7
7,5,7,2011,6,2,0,0,1,17.22,21.21,77,6.0032,13
7,5,7,2011,7,2,0,0,1,19.68,23.485,59,0,40
7,5,7,2011,8,2,0,0,1,21.32,25,52,12.998,115
7,5,7,2011,9,2,0,0,1,22.14,25.76,49,19.0012,218
7,5,7,2011,10,2,0,0,1,22.96,26.515,49,19.9995,298
7,5,7,2011,11,2,0,0,1,22.96,26.515,43,0,347
7,5,7,2011,12,2,0,0,1,24.6,31.06,40,12.998,373
7,5,7,2011,13,2,0,0,1,24.6,31.06,35,19.0012,436
7,5,7,2011,14,2,0,0,3,24.6,31.06,35,11.0014,378
7,5,7,2011,15,2,0,0,1,24.6,31.06,38,16.9979,378
7,5,7,2011,16,2,0,0,1,24.6,31.06,38,12.998,342
7,5,7,2011,17,2,0,0,1,23.78,27.275,40,15.0013,354
7,5,7,2011,18,2,0,0,1,23.78,27.275,37,11.0014,289
7,5,7,2011,19,2,0,0,1,22.96,26.515,43,12.998,267
7,5,7,2011,20,2,0,0,1,22.96,26.515,43,8.9981,219
7,5,7,2011,21,2,0,0,1,22.14,25.76,49,15.0013,182
7,5,7,2011,22,2,0,0,1,22.14,25.76,49,12.998,120
7,5,7,2011,23,2,0,0,1,20.5,24.24,59,7.0015,119
1,5,8,2011,0,2,0,0,2,20.5,24.24,59,7.0015,100
1,5,8,2011,1,2,0,0,2,21.32,25,55,0,64
1,5,8,2011,2,2,0,0,1,19.68,23.485,63,0,59
1,5,8,2011,3,2,0,0,1,18.86,22.725,72,6.0032,31
1,5,8,2011,4,2,0,0,1,17.22,21.21,82,0,10
1,5,8,2011,5,2,0,0,2,18.04,21.97,77,0,5
1,5,8,2011,6,2,0,0,2,18.04,21.97,82,0,6
1,5,8,2011,7,2,0,0,2,18.86,22.725,82,0,23
1,5,8,2011,8,2,0,0,1,21.32,25,63,8.9981,86
1,5,8,2011,9,2,0,0,1,22.96,26.515,52,15.0013,160
1,5,8,2011,10,2,0,0,1,23.78,27.275,49,8.9981,244
1,5,8,2011,11,2,0,0,1,23.78,27.275,49,6.0032,340
1,5,8,2011,12,2,0,0,1,24.6,31.06,46,6.0032,382
1,5,8,2011,13,2,0,0,1,24.6,31.06,49,8.9981,390
1,5,8,2011,14,2,0,0,1,24.6,31.06,49,0,366
1,5,8,2011,15,2,0,0,1,24.6,31.06,49,0,358
1,5,8,2011,16,2,0,0,1,24.6,31.06,46,7.0015,385
1,5,8,2011,17,2,0,0,3,23.78,27.275,49,19.0012,351
1,5,8,2011,18,2,0,0,1,23.78,27.275,49,0,268
1,5,8,2011,19,2,0,0,1,22.96,26.515,64,0,239
1,5,8,2011,20,2,0,0,1,21.32,25,77,8.9981,174
1,5,8,2011,21,2,0,0,1,21.32,25,77,6.0032,127
1,5,8,2011,22,2,0,0,1,20.5,24.24,88,6.0032,115
1,5,8,2011,23,2,0,0,1,18.86,22.725,88,6.0032,50
2,5,9,2011,0,2,0,1,1,18.86,22.725,82,6.0032,53
2,5,9,2011,1,2,0,1,1,18.04,21.97,88,0,33
2,5,9,2011,2,2,0,1,1,18.04,21.97,94,0,8
2,5,9,2011,3,2,0,1,1,18.86,22.725,82,6.0032,7
2,5,9,2011,4,2,0,1,1,17.22,21.21,82,11.0014,4
2,5,9,2011,5,2,0,1,1,17.22,21.21,77,11.0014,23
2,5,9,2011,6,2,0,1,1,18.04,21.97,72,16.9979,89
2,5,9,2011,7,2,0,1,1,19.68,23.485,63,16.9979,237
2,5,9,2011,8,2,0,1,1,21.32,25,55,15.0013,374
2,5,9,2011,9,2,0,1,1,22.14,25.76,56,11.0014,178
2,5,9,2011,10,2,0,1,1,22.96,26.515,52,12.998,119
2,5,9,2011,11,2,0,1,1,24.6,31.06,46,15.0013,125
2,5,9,2011,12,2,0,1,1,24.6,31.06,43,12.998,195
2,5,9,2011,13,2,0,1,1,25.42,31.06,38,19.0012,174
2,5,9,2011,14,2,0,1,1,25.42,31.06,41,15.0013,162
2,5,9,2011,15,2,0,1,1,25.42,31.06,41,15.0013,199
2,5,9,2011,16,2,0,1,1,26.24,31.06,38,15.0013,304
2,5,9,2011,17,2,0,1,1,25.42,31.06,38,16.9979,598
2,5,9,2011,18,2,0,1,1,25.42,31.06,38,19.9995,524
2,5,9,2011,19,2,0,1,1,23.78,27.275,43,12.998,384
2,5,9,2011,20,2,0,1,1,22.14,25.76,49,12.998,239
2,5,9,2011,21,2,0,1,1,21.32,25,59,8.9981,156
2,5,9,2011,22,2,0,1,1,21.32,25,68,6.0032,116
2,5,9,2011,23,2,0,1,1,20.5,24.24,68,6.0032,61
3,5,10,2011,0,2,0,1,1,19.68,23.485,63,0,18
3,5,10,2011,1,2,0,1,1,18.86,22.725,59,6.0032,15
3,5,10,2011,2,2,0,1,1,18.04,21.97,58,8.9981,5
3,5,10,2011,3,2,0,1,1,18.04,21.97,54,12.998,4
3,5,10,2011,4,2,0,1,1,17.22,21.21,62,16.9979,2
3,5,10,2011,5,2,0,1,1,16.4,20.455,66,15.0013,29
3,5,10,2011,6,2,0,1,1,17.22,21.21,67,8.9981,112
3,5,10,2011,7,2,0,1,2,18.04,21.97,62,8.9981,314
3,5,10,2011,8,2,0,1,2,20.5,24.24,51,7.0015,425
3,5,10,2011,9,2,0,1,2,21.32,25,48,7.0015,205
3,5,10,2011,10,2,0,1,2,22.96,26.515,37,6.0032,127
3,5,10,2011,11,2,0,1,2,22.96,26.515,43,8.9981,125
3,5,10,2011,12,2,0,1,2,24.6,31.06,38,0,217
3,5,10,2011,13,2,0,1,2,25.42,31.06,38,16.9979,202
3,5,10,2011,14,2,0,1,2,25.42,31.06,33,0,176
3,5,10,2011,15,2,0,1,2,26.24,31.06,33,6.0032,180
3,5,10,2011,16,2,0,1,1,27.06,31.06,31,7.0015,327
3,5,10,2011,17,2,0,1,1,26.24,31.06,33,0,611
3,5,10,2011,18,2,0,1,1,26.24,31.06,29,8.9981,550
3,5,10,2011,19,2,0,1,1,24.6,31.06,43,15.0013,434
3,5,10,2011,20,2,0,1,1,22.14,25.76,60,8.9981,291
3,5,10,2011,21,2,0,1,1,22.14,25.76,52,0,203
3,5,10,2011,22,2,0,1,1,21.32,25,55,7.0015,150
3,5,10,2011,23,2,0,1,2,21.32,25,59,8.9981,81
4,5,11,2011,0,2,0,1,2,21.32,25,55,8.9981,38
4,5,11,2011,1,2,0,1,2,20.5,24.24,59,7.0015,20
4,5,11,2011,2,2,0,1,1,21.32,25,59,0,10
4,5,11,2011,3,2,0,1,1,20.5,24.24,63,15.0013,3
4,5,11,2011,4,2,0,1,2,19.68,23.485,88,8.9981,2
4,5,11,2011,5,2,0,1,1,18.86,22.725,88,8.9981,20
4,5,11,2011,6,2,0,1,1,18.86,22.725,82,8.9981,99
4,5,11,2011,7,2,0,1,1,19.68,23.485,72,12.998,318
4,5,11,2011,8,2,0,1,1,19.68,23.485,77,16.9979,442
4,5,11,2011,9,2,0,1,1,21.32,25,72,8.9981,203
4,5,11,2011,10,2,0,1,1,22.14,25.76,68,6.0032,154
4,5,11,2011,11,2,0,1,1,22.96,26.515,64,6.0032,141
4,5,11,2011,12,2,0,1,1,24.6,31.06,56,0,226
4,5,11,2011,13,2,0,1,1,25.42,31.06,50,0,193
4,5,11,2011,14,2,0,1,1,25.42,31.06,53,6.0032,177
4,5,11,2011,15,2,0,1,1,26.24,31.06,41,0,179
4,5,11,2011,16,2,0,1,1,27.06,31.06,39,0,289
4,5,11,2011,17,2,0,1,1,26.24,31.06,47,7.0015,259
4,5,11,2011,18,2,0,1,1,25.42,31.06,50,19.9995,274
4,5,11,2011,19,2,0,1,1,22.96,26.515,52,8.9981,401
4,5,11,2011,20,2,0,1,1,22.14,25.76,64,8.9981,273
4,5,11,2011,21,2,0,1,1,22.14,25.76,60,0,234
4,5,11,2011,22,2,0,1,1,20.5,24.24,72,16.9979,146
4,5,11,2011,23,2,0,1,1,18.86,22.725,88,16.9979,81
5,5,12,2011,0,2,0,1,2,18.86,22.725,88,15.0013,44
5,5,12,2011,1,2,0,1,1,18.86,22.725,88,15.0013,17
5,5,12,2011,2,2,0,1,1,18.04,21.97,94,12.998,15
5,5,12,2011,3,2,0,1,1,18.04,21.97,88,8.9981,5
5,5,12,2011,4,2,0,1,1,17.22,21.21,94,0,6
5,5,12,2011,5,2,0,1,1,17.22,21.21,94,8.9981,29
5,5,12,2011,6,2,0,1,1,18.04,21.97,88,0,112
5,5,12,2011,7,2,0,1,1,18.86,22.725,88,8.9981,297
5,5,12,2011,8,2,0,1,1,19.68,23.485,82,12.998,421
5,5,12,2011,9,2,0,1,2,20.5,24.24,77,19.0012,212
5,5,12,2011,10,2,0,1,2,22.14,25.76,68,15.0013,147
5,5,12,2011,11,2,0,1,1,23.78,27.275,60,15.0013,179
5,5,12,2011,12,2,0,1,1,23.78,27.275,60,15.0013,207
5,5,12,2011,13,2,0,1,2,25.42,31.06,57,19.9995,218
5,5,12,2011,14,2,0,1,2,25.42,30.305,61,15.0013,191
5,5,12,2011,15,2,0,1,2,26.24,31.06,53,16.9979,217
5,5,12,2011,16,2,0,1,2,26.24,31.06,57,16.9979,288
5,5,12,2011,17,2,0,1,2,26.24,31.06,57,12.998,594
5,5,12,2011,18,2,0,1,1,25.42,30.305,69,15.0013,527
5,5,12,2011,19,2,0,1,2,24.6,30.305,64,12.998,364
5,5,12,2011,20,2,0,1,1,24.6,30.305,64,12.998,276
5,5,12,2011,21,2,0,1,1,22.96,26.515,83,8.9981,223
5,5,12,2011,22,2,0,1,1,22.14,25.76,83,12.998,172
5,5,12,2011,23,2,0,1,2,22.14,25.76,77,12.998,103
6,5,13,2011,0,2,0,1,2,21.32,25,83,11.0014,52
6,5,13,2011,1,2,0,1,1,21.32,25,83,11.0014,20
6,5,13,2011,2,2,0,1,2,20.5,24.24,88,8.9981,11
6,5,13,2011,3,2,0,1,2,20.5,24.24,88,8.9981,4
6,5,13,2011,4,2,0,1,3,20.5,24.24,88,11.0014,5
6,5,13,2011,5,2,0,1,2,20.5,24.24,88,12.998,25
6,5,13,2011,6,2,0,1,3,20.5,24.24,88,8.9981,82
6,5,13,2011,7,2,0,1,3,20.5,24.24,88,11.0014,157
6,5,13,2011,8,2,0,1,2,20.5,24.24,88,12.998,387
6,5,13,2011,9,2,0,1,2,20.5,24.24,88,12.998,233
6,5,13,2011,10,2,0,1,2,21.32,25,83,8.9981,130
6,5,13,2011,11,2,0,1,2,21.32,25,83,11.0014,146
6,5,13,2011,12,2,0,1,2,21.32,25,88,12.998,223
6,5,13,2011,13,2,0,1,2,21.32,25,88,26.0027,226
6,5,13,2011,14,2,0,1,2,21.32,25,87,19.0012,190
6,5,13,2011,15,2,0,1,2,21.32,25,88,11.0014,198
6,5,13,2011,16,2,0,1,2,21.32,25,88,8.9981,300
6,5,13,2011,17,2,0,1,3,21.32,25,88,11.0014,491
6,5,13,2011,18,2,0,1,3,21.32,25,88,11.0014,398
6,5,13,2011,19,2,0,1,2,21.32,25,83,12.998,270
6,5,13,2011,20,2,0,1,2,21.32,25,83,8.9981,152
6,5,13,2011,21,2,0,1,2,21.32,25,84,11.0014,154
6,5,13,2011,22,2,0,1,2,21.32,25,83,15.0013,132
6,5,13,2011,23,2,0,1,3,20.5,24.24,88,11.0014,119
7,5,14,2011,0,2,0,0,2,20.5,24.24,88,8.9981,102
7,5,14,2011,1,2,0,0,2,20.5,24.24,88,8.9981,82
7,5,14,2011,2,2,0,0,2,20.5,24.24,88,8.9981,52
7,5,14,2011,3,2,0,0,2,20.5,24.24,88,8.9981,35
7,5,14,2011,4,2,0,0,2,20.5,24.24,82,11.0014,5
7,5,14,2011,5,2,0,0,2,20.5,24.24,82,7.0015,14
7,5,14,2011,6,2,0,0,2,20.5,24.24,88,7.0015,11
7,5,14,2011,7,2,0,0,3,19.68,23.485,100,0,32
7,5,14,2011,8,2,0,0,3,20.5,24.24,94,0,88
7,5,14,2011,9,2,0,0,2,21.32,25,94,6.0032,100
7,5,14,2011,10,2,0,0,2,21.32,25,94,11.0014,167
7,5,14,2011,11,2,0,0,2,21.32,25,94,8.9981,279
7,5,14,2011,12,2,0,0,3,21.32,25,100,6.0032,279
7,5,14,2011,13,2,0,0,3,21.32,25,100,6.0032,248
7,5,14,2011,14,2,0,0,2,22.14,25.76,94,8.9981,216
7,5,14,2011,15,2,0,0,2,22.14,25.76,94,11.0014,294
7,5,14,2011,16,2,0,0,2,22.14,25.76,94,12.998,295
7,5,14,2011,17,2,0,0,2,22.96,26.515,88,12.998,272
7,5,14,2011,18,2,0,0,2,22.96,26.515,88,15.0013,304
7,5,14,2011,19,2,0,0,3,22.14,25.76,94,8.9981,248
7,5,14,2011,20,2,0,0,3,22.14,25.76,94,8.9981,157
7,5,14,2011,21,2,0,0,3,22.14,25.76,94,15.0013,59
7,5,14,2011,22,2,0,0,3,22.14,25.76,94,11.0014,26
7,5,14,2011,23,2,0,0,3,21.32,25,100,12.998,44
1,5,15,2011,0,2,0,0,2,21.32,25,100,0,39
1,5,15,2011,1,2,0,0,2,21.32,25,100,7.0015,47
1,5,15,2011,2,2,0,0,2,21.32,25,100,8.9981,50
1,5,15,2011,3,2,0,0,2,21.32,25,100,0,32
1,5,15,2011,4,2,0,0,2,21.32,25,100,0,13
1,5,15,2011,5,2,0,0,3,21.32,25,100,7.0015,14
1,5,15,2011,6,2,0,0,2,21.32,25,100,8.9981,17
1,5,15,2011,7,2,0,0,2,21.32,25,100,8.9981,42
1,5,15,2011,8,2,0,0,2,22.14,25.76,94,8.9981,70
1,5,15,2011,9,2,0,0,1,23.78,27.275,83,16.9979,134
1,5,15,2011,10,2,0,0,1,23.78,27.275,83,15.0013,226
1,5,15,2011,11,2,0,0,1,24.6,28.79,78,15.0013,322
1,5,15,2011,12,2,0,0,1,25.42,29.545,73,19.9995,367
1,5,15,2011,13,2,0,0,1,25.42,29.545,73,19.0012,456
1,5,15,2011,14,2,0,0,1,26.24,30.305,73,12.998,437
1,5,15,2011,15,2,0,0,1,27.06,31.06,69,16.9979,459
1,5,15,2011,16,2,0,0,1,26.24,30.305,69,16.9979,440
1,5,15,2011,17,2,0,0,3,22.96,26.515,78,23.9994,392
1,5,15,2011,18,2,0,0,1,22.96,26.515,78,16.9979,237
1,5,15,2011,19,2,0,0,1,22.96,26.515,83,7.0015,231
1,5,15,2011,20,2,0,0,1,22.14,25.76,88,0,191
1,5,15,2011,21,2,0,0,1,22.14,25.76,88,0,151
1,5,15,2011,22,2,0,0,1,22.96,26.515,83,0,117
1,5,15,2011,23,2,0,0,1,22.14,25.76,88,15.0013,69
2,5,16,2011,0,2,0,1,1,21.32,25,94,7.0015,38
2,5,16,2011,1,2,0,1,1,21.32,25,94,8.9981,14
2,5,16,2011,2,2,0,1,1,20.5,24.24,100,6.0032,13
2,5,16,2011,3,2,0,1,1,20.5,24.24,94,11.0014,4
2,5,16,2011,4,2,0,1,1,20.5,24.24,100,8.9981,6
2,5,16,2011,5,2,0,1,1,20.5,24.24,93,12.998,21
2,5,16,2011,6,2,0,1,1,21.32,25,88,11.0014,104
2,5,16,2011,7,2,0,1,1,21.32,25,83,19.0012,272
2,5,16,2011,8,2,0,1,1,22.96,26.515,73,19.9995,394
2,5,16,2011,9,2,0,1,1,24.6,29.545,69,12.998,194
2,5,16,2011,10,2,0,1,1,25.42,30.305,65,6.0032,112
2,5,16,2011,11,2,0,1,1,26.24,31.06,57,0,185
2,5,16,2011,12,2,0,1,1,27.06,31.06,54,6.0032,209
2,5,16,2011,13,2,0,1,1,27.88,31.82,51,0,214
2,5,16,2011,14,2,0,1,1,27.88,31.82,51,0,193
2,5,16,2011,15,2,0,1,1,29.52,33.335,51,0,165
2,5,16,2011,16,2,0,1,3,24.6,28.79,78,16.9979,226
2,5,16,2011,17,2,0,1,1,23.78,27.275,88,15.0013,274
2,5,16,2011,18,2,0,1,3,23.78,27.275,83,12.998,453
2,5,16,2011,19,2,0,1,1,23.78,27.275,83,16.9979,308
2,5,16,2011,20,2,0,1,1,23.78,27.275,83,0,198
2,5,16,2011,21,2,0,1,1,23.78,27.275,83,0,177
2,5,16,2011,22,2,0,1,1,22.96,26.515,88,6.0032,127
2,5,16,2011,23,2,0,1,1,22.96,26.515,88,6.0032,57
3,5,17,2011,0,2,0,1,2,22.96,26.515,88,0,31
3,5,17,2011,1,2,0,1,3,22.96,26.515,88,0,13
3,5,17,2011,2,2,0,1,3,22.96,26.515,88,0,8
3,5,17,2011,3,2,0,1,3,22.14,25.76,94,16.9979,4
3,5,17,2011,4,2,0,1,3,22.14,25.76,94,16.9979,4
3,5,17,2011,5,2,0,1,3,21.32,25,94,16.9979,22
3,5,17,2011,6,2,0,1,3,21.32,25,94,16.9979,49
3,5,17,2011,7,2,0,1,2,21.32,25,94,16.9979,151
3,5,17,2011,8,2,0,1,2,21.32,25,94,19.9995,347
3,5,17,2011,9,2,0,1,2,22.14,25.76,88,16.9979,207
3,5,17,2011,10,2,0,1,3,22.14,25.76,88,16.9979,104
3,5,17,2011,11,2,0,1,2,22.96,26.515,83,27.9993,130
3,5,17,2011,12,2,0,1,3,22.96,26.515,83,27.9993,153
3,5,17,2011,13,2,0,1,2,22.96,26.515,88,22.0028,172
3,5,17,2011,14,2,0,1,1,25.42,29.545,73,31.0009,184
3,5,17,2011,15,2,0,1,1,25.42,30.305,69,30.0026,210
3,5,17,2011,16,2,0,1,1,25.42,30.305,61,22.0028,290
3,5,17,2011,17,2,0,1,1,25.42,30.305,65,27.9993,604
3,5,17,2011,18,2,0,1,1,24.6,29.545,69,19.9995,480
3,5,17,2011,19,2,0,1,1,24.6,29.545,69,16.9979,349
3,5,17,2011,20,2,0,1,1,23.78,27.275,83,27.9993,283
3,5,17,2011,21,2,0,1,1,22.14,25.76,88,16.9979,174
