@relation train

@attribute weekday integer
@attribute month integer
@attribute day integer
@attribute year integer
@attribute hour integer
@attribute season {1, 2, 3, 4}
@attribute holiday {0, 1}
@attribute workingday {0, 1}
@attribute weather {1, 2, 3, 4}
@attribute temp real
@attribute atemp real
@attribute humidity real
@attribute windspeed real
@attribute prev_weekday integer
@attribute prev_month integer
@attribute prev_day integer
@attribute prev_year integer
@attribute prev_hour integer
@attribute prev_season {1, 2, 3, 4}
@attribute prev_holiday {0, 1}
@attribute prev_workingday {0, 1}
@attribute prev_weather {1, 2, 3, 4}
@attribute prev_temp real
@attribute prev_atemp real
@attribute prev_humidity real
@attribute prev_windspeed real
@attribute count numeric

@data
6,2,11,2011,18,1,0,1,1,11.48,15.91,28,0,6,2,11,2011,17,1,0,1,1,12.3,16.665,24,0,174
6,2,11,2011,19,1,0,1,1,10.66,15.15,33,0,6,2,11,2011,18,1,0,1,1,11.48,15.91,28,0,101
6,2,11,2011,20,1,0,1,1,9.02,11.365,55,8.9981,6,2,11,2011,19,1,0,1,1,10.66,15.15,33,0,63
6,2,11,2011,21,1,0,1,1,8.2,10.605,59,8.9981,6,2,11,2011,20,1,0,1,1,9.02,11.365,55,8.9981,47
6,2,11,2011,22,1,0,1,1,8.2,11.365,64,6.0032,6,2,11,2011,21,1,0,1,1,8.2,10.605,59,8.9981,43
6,2,11,2011,23,1,0,1,1,7.38,12.12,69,0,6,2,11,2011,22,1,0,1,1,8.2,11.365,64,6.0032,53
7,2,12,2011,0,1,0,0,1,6.56,9.85,69,6.0032,6,2,11,2011,23,1,0,1,1,7.38,12.12,69,0,30
7,2,12,2011,1,1,0,0,1,5.74,10.605,86,0,7,2,12,2011,0,1,0,0,1,6.56,9.85,69,6.0032,24
7,2,12,2011,2,1,0,0,1,5.74,10.605,80,0,7,2,12,2011,1,1,0,0,1,5.74,10.605,86,0,15
7,2,12,2011,3,1,0,0,1,4.92,9.85,80,0,7,2,12,2011,2,1,0,0,1,5.74,10.605,80,0,10
7,2,12,2011,4,1,0,0,1,4.92,8.335,74,6.0032,7,2,12,2011,3,1,0,0,1,4.92,9.85,80,0,4
7,2,12,2011,5,1,0,0,1,4.92,8.335,74,6.0032,7,2,12,2011,4,1,0,0,1,4.92,8.335,74,6.0032,1
7,2,12,2011,6,1,0,0,1,4.92,6.82,93,12.998,7,2,12,2011,5,1,0,0,1,4.92,8.335,74,6.0032,2
7,2,12,2011,7,1,0,0,1,4.92,7.575,80,7.0015,7,2,12,2011,6,1,0,0,1,4.92,6.82,93,12.998,11
7,2,12,2011,8,1,0,0,1,5.74,7.575,86,8.9981,7,2,12,2011,7,1,0,0,1,4.92,7.575,80,7.0015,30
7,2,12,2011,9,1,0,0,1,6.56,9.09,64,8.9981,7,2,12,2011,8,1,0,0,1,5.74,7.575,86,8.9981,43
7,2,12,2011,10,1,0,0,1,9.02,10.605,41,16.9979,7,2,12,2011,9,1,0,0,1,6.56,9.09,64,8.9981,84
7,2,12,2011,11,1,0,0,1,12.3,13.635,28,22.0028,7,2,12,2011,10,1,0,0,1,9.02,10.605,41,16.9979,114
7,2,12,2011,12,1,0,0,1,12.3,13.635,39,31.0009,7,2,12,2011,11,1,0,0,1,12.3,13.635,28,22.0028,120
7,2,12,2011,13,1,0,0,1,12.3,13.635,39,27.9993,7,2,12,2011,12,1,0,0,1,12.3,13.635,39,31.0009,135
7,2,12,2011,14,1,0,0,1,13.94,15.91,31,19.0012,7,2,12,2011,13,1,0,0,1,12.3,13.635,39,27.9993,120
7,2,12,2011,15,1,0,0,1,13.94,15.15,29,27.9993,7,2,12,2011,14,1,0,0,1,13.94,15.91,31,19.0012,174
7,2,12,2011,16,1,0,0,1,13.94,15.15,29,27.9993,7,2,12,2011,15,1,0,0,1,13.94,15.15,29,27.9993,145
7,2,12,2011,17,1,0,0,1,13.12,14.395,31,35.0008,7,2,12,2011,16,1,0,0,1,13.94,15.15,29,27.9993,137
7,2,12,2011,18,1,0,0,1,11.48,12.88,38,22.0028,7,2,12,2011,17,1,0,0,1,13.12,14.395,31,35.0008,64
7,2,12,2011,19,1,0,0,1,11.48,13.635,38,11.0014,7,2,12,2011,18,1,0,0,1,11.48,12.88,38,22.0028,41
7,2,12,2011,20,1,0,0,1,10.66,12.88,41,15.0013,7,2,12,2011,19,1,0,0,1,11.48,13.635,38,11.0014,40
7,2,12,2011,21,1,0,0,1,10.66,15.15,41,0,7,2,12,2011,20,1,0,0,1,10.66,12.88,41,15.0013,51
7,2,12,2011,22,1,0,0,1,9.84,12.88,44,6.0032,7,2,12,2011,21,1,0,0,1,10.66,15.15,41,0,45
7,2,12,2011,23,1,0,0,1,9.02,11.365,51,8.9981,7,2,12,2011,22,1,0,0,1,9.84,12.88,44,6.0032,32
1,2,13,2011,0,1,0,0,1,8.2,11.365,64,7.0015,7,2,12,2011,23,1,0,0,1,9.02,11.365,51,8.9981,39
1,2,13,2011,1,1,0,0,1,8.2,11.365,59,6.0032,1,2,13,2011,0,1,0,0,1,8.2,11.365,64,7.0015,24
1,2,13,2011,2,1,0,0,2,8.2,11.365,75,6.0032,1,2,13,2011,1,1,0,0,1,8.2,11.365,59,6.0032,20
1,2,13,2011,3,1,0,0,2,8.2,11.365,69,7.0015,1,2,13,2011,2,1,0,0,2,8.2,11.365,75,6.0032,12
1,2,13,2011,4,1,0,0,2,8.2,10.605,69,11.0014,1,2,13,2011,3,1,0,0,2,8.2,11.365,69,7.0015,2
1,2,13,2011,6,1,0,0,2,8.2,10.605,69,8.9981,1,2,13,2011,4,1,0,0,2,8.2,10.605,69,11.0014,5
1,2,13,2011,7,1,0,0,2,9.02,13.635,55,0,1,2,13,2011,6,1,0,0,2,8.2,10.605,69,8.9981,3
1,2,13,2011,8,1,0,0,2,9.02,11.365,64,12.998,1,2,13,2011,7,1,0,0,2,9.02,13.635,55,0,12
1,2,13,2011,9,1,0,0,2,9.84,11.365,60,15.0013,1,2,13,2011,8,1,0,0,2,9.02,11.365,64,12.998,47
1,2,13,2011,10,1,0,0,1,12.3,13.635,45,22.0028,1,2,13,2011,9,1,0,0,2,9.84,11.365,60,15.0013,105
1,2,13,2011,11,1,0,0,1,13.12,14.395,39,30.0026,1,2,13,2011,10,1,0,0,1,12.3,13.635,45,22.0028,112
1,2,13,2011,12,1,0,0,1,14.76,15.91,32,31.0009,1,2,13,2011,11,1,0,0,1,13.12,14.395,39,30.0026,152
1,2,13,2011,13,1,0,0,1,15.58,19.695,29,23.9994,1,2,13,2011,12,1,0,0,1,14.76,15.91,32,31.0009,154
1,2,13,2011,14,1,0,0,2,16.4,20.455,30,27.9993,1,2,13,2011,13,1,0,0,1,15.58,19.695,29,23.9994,161
1,2,13,2011,15,1,0,0,2,16.4,20.455,30,19.9995,1,2,13,2011,14,1,0,0,2,16.4,20.455,30,27.9993,162
1,2,13,2011,16,1,0,0,2,17.22,21.21,28,22.0028,1,2,13,2011,15,1,0,0,2,16.4,20.455,30,19.9995,134
1,2,13,2011,17,1,0,0,1,17.22,21.21,28,22.0028,1,2,13,2011,16,1,0,0,2,17.22,21.21,28,22.0028,125
1,2,13,2011,18,1,0,0,1,16.4,20.455,32,19.9995,1,2,13,2011,17,1,0,0,1,17.22,21.21,28,22.0028,95
1,2,13,2011,19,1,0,0,1,16.4,20.455,35,19.0012,1,2,13,2011,18,1,0,0,1,16.4,20.455,32,19.9995,61
1,2,13,2011,20,1,0,0,1,16.4,20.455,35,22.0028,1,2,13,2011,19,1,0,0,1,16.4,20.455,35,19.0012,47
1,2,13,2011,21,1,0,0,1,16.4,20.455,35,23.9994,1,2,13,2011,20,1,0,0,1,16.4,20.455,35,22.0028,51
1,2,13,2011,22,1,0,0,1,16.4,20.455,35,19.9995,1,2,13,2011,21,1,0,0,1,16.4,20.455,35,23.9994,36
1,2,13,2011,23,1,0,0,1,16.4,20.455,35,23.9994,1,2,13,2011,22,1,0,0,1,16.4,20.455,35,19.9995,30
2,2,14,2011,0,1,0,1,1,15.58,19.695,37,23.9994,1,2,13,2011,23,1,0,0,1,16.4,20.455,35,23.9994,11
2,2,14,2011,1,1,0,1,1,15.58,19.695,37,23.9994,2,2,14,2011,0,1,0,1,1,15.58,19.695,37,23.9994,7
2,2,14,2011,2,1,0,1,1,14.76,16.665,40,19.9995,2,2,14,2011,1,1,0,1,1,15.58,19.695,37,23.9994,2
2,2,14,2011,3,1,0,1,1,13.94,15.91,46,15.0013,2,2,14,2011,2,1,0,1,1,14.76,16.665,40,19.9995,2
2,2,14,2011,4,1,0,1,1,13.12,15.15,53,19.0012,2,2,14,2011,3,1,0,1,1,13.94,15.91,46,15.0013,2
2,2,14,2011,5,1,0,1,1,13.12,15.15,53,19.0012,2,2,14,2011,4,1,0,1,1,13.12,15.15,53,19.0012,3
2,2,14,2011,6,1,0,1,1,13.94,15.15,46,19.9995,2,2,14,2011,5,1,0,1,1,13.12,15.15,53,19.0012,26
2,2,14,2011,7,1,0,1,1,13.94,15.15,46,19.9995,2,2,14,2011,6,1,0,1,1,13.94,15.15,46,19.9995,98
2,2,14,2011,8,1,0,1,1,15.58,19.695,40,31.0009,2,2,14,2011,7,1,0,1,1,13.94,15.15,46,19.9995,256
2,2,14,2011,9,1,0,1,1,16.4,20.455,37,26.0027,2,2,14,2011,8,1,0,1,1,15.58,19.695,40,31.0009,130
2,2,14,2011,10,1,0,1,1,18.04,21.97,33,15.0013,2,2,14,2011,9,1,0,1,1,16.4,20.455,37,26.0027,55
2,2,14,2011,11,1,0,1,1,21.32,25,23,16.9979,2,2,14,2011,10,1,0,1,1,18.04,21.97,33,15.0013,53
2,2,14,2011,12,1,0,1,1,22.96,26.515,22,30.0026,2,2,14,2011,11,1,0,1,1,21.32,25,23,16.9979,126
2,2,14,2011,13,1,0,1,1,23.78,27.275,19,26.0027,2,2,14,2011,12,1,0,1,1,22.96,26.515,22,30.0026,120
2,2,14,2011,14,1,0,1,1,24.6,29.545,15,32.9975,2,2,14,2011,13,1,0,1,1,23.78,27.275,19,26.0027,90
2,2,14,2011,15,1,0,1,1,22.96,26.515,21,43.9989,2,2,14,2011,14,1,0,1,1,24.6,29.545,15,32.9975,90
2,2,14,2011,16,1,0,1,1,21.32,25,27,31.0009,2,2,14,2011,15,1,0,1,1,22.96,26.515,21,43.9989,118
2,2,14,2011,17,1,0,1,1,18.86,22.725,33,40.9973,2,2,14,2011,16,1,0,1,1,21.32,25,27,31.0009,243
2,2,14,2011,18,1,0,1,1,16.4,20.455,40,40.9973,2,2,14,2011,17,1,0,1,1,18.86,22.725,33,40.9973,205
2,2,14,2011,19,1,0,1,1,15.58,19.695,43,32.9975,2,2,14,2011,18,1,0,1,1,16.4,20.455,40,40.9973,98
2,2,14,2011,20,1,0,1,1,14.76,15.91,46,31.0009,2,2,14,2011,19,1,0,1,1,15.58,19.695,43,32.9975,70
2,2,14,2011,21,1,0,1,1,14.76,15.91,50,35.0008,2,2,14,2011,20,1,0,1,1,14.76,15.91,46,31.0009,43
2,2,14,2011,22,1,0,1,1,13.94,14.395,46,43.9989,2,2,14,2011,21,1,0,1,1,14.76,15.91,50,35.0008,45
2,2,14,2011,23,1,0,1,1,13.12,14.395,49,32.9975,2,2,14,2011,22,1,0,1,1,13.94,14.395,46,43.9989,20
3,2,15,2011,0,1,0,1,1,12.3,13.635,49,27.9993,2,2,14,2011,23,1,0,1,1,13.12,14.395,49,32.9975,19
3,2,15,2011,1,1,0,1,1,12.3,12.12,42,51.9987,3,2,15,2011,0,1,0,1,1,12.3,13.635,49,27.9993,5
3,2,15,2011,2,1,0,1,1,11.48,11.365,41,46.0022,3,2,15,2011,1,1,0,1,1,12.3,12.12,42,51.9987,3
3,2,15,2011,4,1,0,1,1,9.02,9.09,37,35.0008,3,2,15,2011,2,1,0,1,1,11.48,11.365,41,46.0022,1
3,2,15,2011,5,1,0,1,1,9.02,9.09,32,31.0009,3,2,15,2011,4,1,0,1,1,9.02,9.09,37,35.0008,4
3,2,15,2011,6,1,0,1,1,8.2,9.09,32,22.0028,3,2,15,2011,5,1,0,1,1,9.02,9.09,32,31.0009,30
3,2,15,2011,7,1,0,1,1,8.2,9.09,32,23.9994,3,2,15,2011,6,1,0,1,1,8.2,9.09,32,22.0028,105
3,2,15,2011,8,1,0,1,1,8.2,9.09,32,23.9994,3,2,15,2011,7,1,0,1,1,8.2,9.09,32,23.9994,223
3,2,15,2011,9,1,0,1,1,9.02,9.85,29,30.0026,3,2,15,2011,8,1,0,1,1,8.2,9.09,32,23.9994,110
3,2,15,2011,10,1,0,1,1,9.84,10.605,27,19.0012,3,2,15,2011,9,1,0,1,1,9.02,9.85,29,30.0026,52
3,2,15,2011,11,1,0,1,1,10.66,12.12,25,16.9979,3,2,15,2011,10,1,0,1,1,9.84,10.605,27,19.0012,57
3,2,15,2011,12,1,0,1,1,11.48,13.635,24,16.9979,3,2,15,2011,11,1,0,1,1,10.66,12.12,25,16.9979,71
3,2,15,2011,13,1,0,1,1,13.12,15.15,21,15.0013,3,2,15,2011,12,1,0,1,1,11.48,13.635,24,16.9979,82
3,2,15,2011,14,1,0,1,1,13.94,15.91,19,15.0013,3,2,15,2011,13,1,0,1,1,13.12,15.15,21,15.0013,79
3,2,15,2011,15,1,0,1,1,13.94,16.665,19,11.0014,3,2,15,2011,14,1,0,1,1,13.94,15.91,19,15.0013,85
3,2,15,2011,16,1,0,1,1,13.94,15.91,19,16.9979,3,2,15,2011,15,1,0,1,1,13.94,16.665,19,11.0014,98
3,2,15,2011,17,1,0,1,1,13.12,15.15,22,15.0013,3,2,15,2011,16,1,0,1,1,13.94,15.91,19,16.9979,206
3,2,15,2011,18,1,0,1,1,12.3,15.15,22,8.9981,3,2,15,2011,17,1,0,1,1,13.12,15.15,22,15.0013,212
3,2,15,2011,19,1,0,1,1,11.48,14.395,26,8.9981,3,2,15,2011,18,1,0,1,1,12.3,15.15,22,8.9981,145
3,2,15,2011,20,1,0,1,1,10.66,13.635,33,7.0015,3,2,15,2011,19,1,0,1,1,11.48,14.395,26,8.9981,101
3,2,15,2011,21,1,0,1,1,9.84,14.395,52,0,3,2,15,2011,20,1,0,1,1,10.66,13.635,33,7.0015,66
3,2,15,2011,22,1,0,1,1,9.84,14.395,44,0,3,2,15,2011,21,1,0,1,1,9.84,14.395,52,0,41
3,2,15,2011,23,1,0,1,2,9.02,12.88,44,6.0032,3,2,15,2011,22,1,0,1,1,9.84,14.395,44,0,20
4,2,16,2011,0,1,0,1,1,9.02,12.88,41,6.0032,3,2,15,2011,23,1,0,1,2,9.02,12.88,44,6.0032,15
4,2,16,2011,1,1,0,1,1,8.2,11.365,44,6.0032,4,2,16,2011,0,1,0,1,1,9.02,12.88,41,6.0032,9
4,2,16,2011,3,1,0,1,2,8.2,9.85,47,12.998,4,2,16,2011,1,1,0,1,1,8.2,11.365,44,6.0032,1
4,2,16,2011,4,1,0,1,1,8.2,9.85,51,12.998,4,2,16,2011,3,1,0,1,2,8.2,9.85,47,12.998,1
4,2,16,2011,5,1,0,1,1,8.2,9.85,47,12.998,4,2,16,2011,4,1,0,1,1,8.2,9.85,51,12.998,5
4,2,16,2011,6,1,0,1,1,8.2,9.85,55,15.0013,4,2,16,2011,5,1,0,1,1,8.2,9.85,47,12.998,33
4,2,16,2011,7,1,0,1,2,8.2,9.85,55,15.0013,4,2,16,2011,6,1,0,1,1,8.2,9.85,55,15.0013,108
4,2,16,2011,8,1,0,1,2,9.02,11.365,55,11.0014,4,2,16,2011,7,1,0,1,2,8.2,9.85,55,15.0013,230
4,2,16,2011,9,1,0,1,1,9.84,10.605,52,19.0012,4,2,16,2011,8,1,0,1,2,9.02,11.365,55,11.0014,124
4,2,16,2011,10,1,0,1,1,10.66,11.365,41,26.0027,4,2,16,2011,9,1,0,1,1,9.84,10.605,52,19.0012,69
4,2,16,2011,11,1,0,1,1,13.94,15.15,34,19.9995,4,2,16,2011,10,1,0,1,1,10.66,11.365,41,26.0027,66
4,2,16,2011,12,1,0,1,1,15.58,19.695,32,22.0028,4,2,16,2011,11,1,0,1,1,13.94,15.15,34,19.9995,86
4,2,16,2011,13,1,0,1,1,17.22,21.21,30,23.9994,4,2,16,2011,12,1,0,1,1,15.58,19.695,32,22.0028,93
4,2,16,2011,14,1,0,1,1,18.86,22.725,28,27.9993,4,2,16,2011,13,1,0,1,1,17.22,21.21,30,23.9994,82
4,2,16,2011,15,1,0,1,1,18.86,22.725,28,27.9993,4,2,16,2011,14,1,0,1,1,18.86,22.725,28,27.9993,117
4,2,16,2011,16,1,0,1,1,18.86,22.725,31,26.0027,4,2,16,2011,15,1,0,1,1,18.86,22.725,28,27.9993,122
4,2,16,2011,17,1,0,1,1,18.86,22.725,28,19.0012,4,2,16,2011,16,1,0,1,1,18.86,22.725,31,26.0027,255
4,2,16,2011,18,1,0,1,1,16.4,20.455,40,15.0013,4,2,16,2011,17,1,0,1,1,18.86,22.725,28,19.0012,222
4,2,16,2011,19,1,0,1,1,13.94,15.91,53,15.0013,4,2,16,2011,18,1,0,1,1,16.4,20.455,40,15.0013,161
4,2,16,2011,20,1,0,1,1,15.58,19.695,43,12.998,4,2,16,2011,19,1,0,1,1,13.94,15.91,53,15.0013,118
4,2,16,2011,21,1,0,1,1,14.76,17.425,46,12.998,4,2,16,2011,20,1,0,1,1,15.58,19.695,43,12.998,92
4,2,16,2011,22,1,0,1,1,13.94,16.665,53,12.998,4,2,16,2011,21,1,0,1,1,14.76,17.425,46,12.998,73
4,2,16,2011,23,1,0,1,1,15.58,19.695,40,15.0013,4,2,16,2011,22,1,0,1,1,13.94,16.665,53,12.998,33
5,2,17,2011,0,1,0,1,1,13.94,16.665,53,12.998,4,2,16,2011,23,1,0,1,1,15.58,19.695,40,15.0013,17
5,2,17,2011,1,1,0,1,1,13.94,15.91,53,15.0013,5,2,17,2011,0,1,0,1,1,13.94,16.665,53,12.998,6
5,2,17,2011,2,1,0,1,2,13.94,15.91,53,15.0013,5,2,17,2011,1,1,0,1,1,13.94,15.91,53,15.0013,6
5,2,17,2011,3,1,0,1,1,13.94,16.665,53,12.998,5,2,17,2011,2,1,0,1,2,13.94,15.91,53,15.0013,4
5,2,17,2011,4,1,0,1,1,13.12,15.91,57,12.998,5,2,17,2011,3,1,0,1,1,13.94,16.665,53,12.998,4
5,2,17,2011,5,1,0,1,1,13.12,16.665,66,6.0032,5,2,17,2011,4,1,0,1,1,13.12,15.91,57,12.998,12
5,2,17,2011,6,1,0,1,1,12.3,15.15,70,8.9981,5,2,17,2011,5,1,0,1,1,13.12,16.665,66,6.0032,47
5,2,17,2011,7,1,0,1,1,13.12,16.665,57,7.0015,5,2,17,2011,6,1,0,1,1,12.3,15.15,70,8.9981,126
5,2,17,2011,8,1,0,1,1,13.12,16.665,57,6.0032,5,2,17,2011,7,1,0,1,1,13.12,16.665,57,7.0015,285
5,2,17,2011,9,1,0,1,1,14.76,17.425,57,12.998,5,2,17,2011,8,1,0,1,1,13.12,16.665,57,6.0032,179
5,2,17,2011,10,1,0,1,1,15.58,19.695,54,12.998,5,2,17,2011,9,1,0,1,1,14.76,17.425,57,12.998,88
5,2,17,2011,11,1,0,1,2,18.04,21.97,44,16.9979,5,2,17,2011,10,1,0,1,1,15.58,19.695,54,12.998,90
5,2,17,2011,12,1,0,1,1,19.68,23.485,41,15.0013,5,2,17,2011,11,1,0,1,2,18.04,21.97,44,16.9979,101
5,2,17,2011,13,1,0,1,1,22.14,25.76,34,15.0013,5,2,17,2011,12,1,0,1,1,19.68,23.485,41,15.0013,123
5,2,17,2011,14,1,0,1,1,24.6,31.06,31,15.0013,5,2,17,2011,13,1,0,1,1,22.14,25.76,34,15.0013,81
5,2,17,2011,15,1,0,1,1,24.6,30.305,28,16.9979,5,2,17,2011,14,1,0,1,1,24.6,31.06,31,15.0013,106
5,2,17,2011,16,1,0,1,2,22.96,26.515,35,19.9995,5,2,17,2011,15,1,0,1,1,24.6,30.305,28,16.9979,146
5,2,17,2011,17,1,0,1,2,23.78,27.275,32,19.9995,5,2,17,2011,16,1,0,1,2,22.96,26.515,35,19.9995,274
5,2,17,2011,18,1,0,1,2,22.14,25.76,42,19.0012,5,2,17,2011,17,1,0,1,2,23.78,27.275,32,19.9995,222
5,2,17,2011,19,1,0,1,1,19.68,23.485,55,22.0028,5,2,17,2011,18,1,0,1,2,22.14,25.76,42,19.0012,175
5,2,17,2011,20,1,0,1,1,19.68,23.485,59,22.0028,5,2,17,2011,19,1,0,1,1,19.68,23.485,55,22.0028,139
5,2,17,2011,21,1,0,1,1,21.32,25,55,26.0027,5,2,17,2011,20,1,0,1,1,19.68,23.485,59,22.0028,124
5,2,17,2011,22,1,0,1,1,20.5,24.24,59,19.0012,5,2,17,2011,21,1,0,1,1,21.32,25,55,26.0027,76
5,2,17,2011,23,1,0,1,1,18.86,22.725,67,19.9995,5,2,17,2011,22,1,0,1,1,20.5,24.24,59,19.0012,44
6,2,18,2011,0,1,0,1,1,18.04,21.97,72,19.0012,5,2,17,2011,23,1,0,1,1,18.86,22.725,67,19.9995,32
6,2,18,2011,1,1,0,1,1,18.04,21.97,72,15.0013,6,2,18,2011,0,1,0,1,1,18.04,21.97,72,19.0012,8
6,2,18,2011,2,1,0,1,1,18.04,21.97,72,19.0012,6,2,18,2011,1,1,0,1,1,18.04,21.97,72,15.0013,7
6,2,18,2011,3,1,0,1,1,18.86,22.725,67,16.9979,6,2,18,2011,2,1,0,1,1,18.04,21.97,72,19.0012,8
6,2,18,2011,4,1,0,1,1,18.86,22.725,67,16.9979,6,2,18,2011,3,1,0,1,1,18.86,22.725,67,16.9979,1
6,2,18,2011,5,1,0,1,2,18.86,22.725,67,7.0015,6,2,18,2011,4,1,0,1,1,18.86,22.725,67,16.9979,7
6,2,18,2011,6,1,0,1,2,18.04,21.97,72,11.0014,6,2,18,2011,5,1,0,1,2,18.86,22.725,67,7.0015,50
6,2,18,2011,7,1,0,1,2,17.22,21.21,77,15.0013,6,2,18,2011,6,1,0,1,2,18.04,21.97,72,11.0014,116
6,2,18,2011,8,1,0,1,2,17.22,21.21,77,12.998,6,2,18,2011,7,1,0,1,2,17.22,21.21,77,15.0013,272
6,2,18,2011,9,1,0,1,2,17.22,21.21,77,12.998,6,2,18,2011,8,1,0,1,2,17.22,21.21,77,12.998,169
6,2,18,2011,10,1,0,1,2,18.04,21.97,72,15.0013,6,2,18,2011,9,1,0,1,2,17.22,21.21,77,12.998,95
6,2,18,2011,11,1,0,1,1,18.04,21.97,72,11.0014,6,2,18,2011,10,1,0,1,2,18.04,21.97,72,15.0013,113
6,2,18,2011,12,1,0,1,1,20.5,24.24,59,12.998,6,2,18,2011,11,1,0,1,1,18.04,21.97,72,11.0014,185
6,2,18,2011,13,1,0,1,1,24.6,31.06,43,12.998,6,2,18,2011,12,1,0,1,1,20.5,24.24,59,12.998,176
6,2,18,2011,14,1,0,1,1,27.06,31.06,36,19.9995,6,2,18,2011,13,1,0,1,1,24.6,31.06,43,12.998,191
6,2,18,2011,15,1,0,1,1,27.06,31.06,36,22.0028,6,2,18,2011,14,1,0,1,1,27.06,31.06,36,19.9995,172
6,2,18,2011,16,1,0,1,1,27.06,31.06,36,19.0012,6,2,18,2011,15,1,0,1,1,27.06,31.06,36,22.0028,232
6,2,18,2011,17,1,0,1,1,27.06,31.06,34,23.9994,6,2,18,2011,16,1,0,1,1,27.06,31.06,36,19.0012,327
6,2,18,2011,18,1,0,1,1,26.24,31.06,33,22.0028,6,2,18,2011,17,1,0,1,1,27.06,31.06,34,23.9994,224
6,2,18,2011,19,1,0,1,1,25.42,31.06,29,39.0007,6,2,18,2011,18,1,0,1,1,26.24,31.06,33,22.0028,162
6,2,18,2011,20,1,0,1,1,24.6,31.06,31,12.998,6,2,18,2011,19,1,0,1,1,25.42,31.06,29,39.0007,124
6,2,18,2011,21,1,0,1,1,23.78,27.275,21,32.9975,6,2,18,2011,20,1,0,1,1,24.6,31.06,31,12.998,72
6,2,18,2011,22,1,0,1,1,22.14,25.76,10,16.9979,6,2,18,2011,21,1,0,1,1,23.78,27.275,21,32.9975,107
6,2,18,2011,23,1,0,1,1,21.32,25,8,19.0012,6,2,18,2011,22,1,0,1,1,22.14,25.76,10,16.9979,77
7,2,19,2011,0,1,0,0,1,19.68,23.485,12,32.9975,6,2,18,2011,23,1,0,1,1,21.32,25,8,19.0012,29
7,2,19,2011,1,1,0,0,1,18.86,22.725,14,27.9993,7,2,19,2011,0,1,0,0,1,19.68,23.485,12,32.9975,31
7,2,19,2011,2,1,0,0,1,18.04,21.97,13,26.0027,7,2,19,2011,1,1,0,0,1,18.86,22.725,14,27.9993,17
7,2,19,2011,3,1,0,0,1,17.22,21.21,14,19.9995,7,2,19,2011,2,1,0,0,1,18.04,21.97,13,26.0027,7
7,2,19,2011,4,1,0,0,1,16.4,20.455,15,22.0028,7,2,19,2011,3,1,0,0,1,17.22,21.21,14,19.9995,3
7,2,19,2011,5,1,0,0,1,16.4,20.455,15,22.0028,7,2,19,2011,4,1,0,0,1,16.4,20.455,15,22.0028,3
7,2,19,2011,6,1,0,0,1,16.4,20.455,17,27.9993,7,2,19,2011,5,1,0,0,1,16.4,20.455,15,22.0028,6
7,2,19,2011,7,1,0,0,1,15.58,19.695,17,35.0008,7,2,19,2011,6,1,0,0,1,16.4,20.455,17,27.9993,22
7,2,19,2011,8,1,0,0,1,15.58,19.695,17,39.0007,7,2,19,2011,7,1,0,0,1,15.58,19.695,17,35.0008,45
7,2,19,2011,9,1,0,0,1,16.4,20.455,16,43.9989,7,2,19,2011,8,1,0,0,1,15.58,19.695,17,39.0007,55
7,2,19,2011,10,1,0,0,1,17.22,21.21,16,39.0007,7,2,19,2011,9,1,0,0,1,16.4,20.455,16,43.9989,106
7,2,19,2011,11,1,0,0,1,18.04,21.97,16,39.0007,7,2,19,2011,10,1,0,0,1,17.22,21.21,16,39.0007,123
7,2,19,2011,12,1,0,0,1,18.04,21.97,18,32.9975,7,2,19,2011,11,1,0,0,1,18.04,21.97,16,39.0007,119
7,2,19,2011,13,1,0,0,1,18.04,21.97,16,40.9973,7,2,19,2011,12,1,0,0,1,18.04,21.97,18,32.9975,155
7,2,19,2011,14,1,0,0,1,18.86,22.725,15,43.9989,7,2,19,2011,13,1,0,0,1,18.04,21.97,16,40.9973,196
7,2,19,2011,15,1,0,0,1,18.04,21.97,16,50.0021,7,2,19,2011,14,1,0,0,1,18.86,22.725,15,43.9989,171
7,2,19,2011,16,1,0,0,1,18.04,21.97,16,43.0006,7,2,19,2011,15,1,0,0,1,18.04,21.97,16,50.0021,120
7,2,19,2011,17,1,0,0,1,17.22,21.21,19,40.9973,7,2,19,2011,16,1,0,0,1,18.04,21.97,16,43.0006,127
7,2,19,2011,18,1,0,0,1,14.76,15.91,25,30.0026,7,2,19,2011,17,1,0,0,1,17.22,21.21,19,40.9973,88
7,2,19,2011,19,1,0,0,1,13.94,15.15,29,23.9994,7,2,19,2011,18,1,0,0,1,14.76,15.91,25,30.0026,59
7,2,19,2011,20,1,0,0,1,13.12,14.395,28,35.0008,7,2,19,2011,19,1,0,0,1,13.94,15.15,29,23.9994,47
7,2,19,2011,21,1,0,0,1,13.12,13.635,26,36.9974,7,2,19,2011,20,1,0,0,1,13.12,14.395,28,35.0008,33
7,2,19,2011,22,1,0,0,1,12.3,12.88,28,32.9975,7,2,19,2011,21,1,0,0,1,13.12,13.635,26,36.9974,44
7,2,19,2011,23,1,0,0,1,11.48,12.12,33,30.0026,7,2,19,2011,22,1,0,0,1,12.3,12.88,28,32.9975,29
3,3,1,2011,0,1,0,1,1,12.3,13.635,70,31.0009,?,?,?,?,?,?,?,?,?,?,?,?,?,7
